Id,description
5822,"Statistiche anno 23/24: nella scorsa stagione Bagnolini ha collezionato 0 presenze in campionato.
Gestione al Fantacalcio: classico terzo portiere da poter prendere per completare il pacchetto di estremi difensori del Bologna. Ovviamente al prezzo minimo e in leghe da almeno 12 partecipanti. Skorupski e Ravaglia sono avanti nettamente nelle gerarchie. Se deciderete di prenderlo, dovrà essere per forza al fianco degli altri due portieri rossoblù.
Note positive: spenderete un credito per completare la porta del Bologna.
Note negative: potreste ritrovarvi con uno slot occupato da un giocatore che quasi sicuramente terminerà il campionato con 0 presenze."
6184,"Statistiche anno 23/24: nella scorsa stagione Martinelli è andato a voto in 1 occasione, da titolare. Per lui 2 gol subiti con una MV del 6.5 e una FM del 4.5.
Gestione al Fantacalcio: dovrebbe esser confermato per il ruolo di terzo portiere anche nella prossima stagione. Dunque, da acquistare solo ed esclusivamente con gli altri due estremi difensori dei viola.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la stagione anche con 0 partite a voto."
6248,"Statistiche anno 23/24: nella scorsa stagione Stankovic ha disputato 38 partite con 51 gol subiti e 8 clean sheet.
Gestione al Fantacalcio: approda al Venezia per ricoprire verosimilmente il ruolo di secondo portiere, alle spalle di Joronen. Da acquistare dunque solo ed esclusivamente in coppia con l'ex Brescia.
Note positive: lo acquisterete al prezzo minimo
Note negative: potrebbe chiudere la propria stagione con 0 presenze all'attivo."
6403,"Statistiche anno 23/24: nella scorsa stagione Christensen è andato a voto in 4 occasioni, tutte da titolare. Per lui 9 gol subiti con una MV del 5.50 e una FM del 3.25.
Gestione al Fantacalcio: con l'arrivo di De Gea perde ancor più terreno nelle gerarchie. Giocherà davvero pochissimo.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la propria stagione con 0 partite a voto."
6417,"Statistiche anno 23/24: nella scorsa stagione Furlanetto ha disputato 22 partite con 3 ammonizioni, 36 gol subiti e 3 clean sheet.
Gestione al Fantacalcio: dovrebbe essere il terzo portiere della Lazio nella prossima stagione, da prendere solo ed esclusivamente con gli altri due estremi difensori biancocelesti.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la propria stagione con 0 presenze all'attivo."
6482,"Statistiche anno 23/24: nella scorsa stagione Mandas è andato a voto in 8 occasioni, tutte da titolare. Per lui 6 gol subiti con una MV del 6.25 e una FM del 5.50.
Gestione al Fantacalcio: nonostante abbia fatto molto bene quando è stato chiamato in causa, parte dietro nelle gerarchie rispetto a Provedel. Sarà il suo vice anche nella prossima stagione, pronto a sfruttare ancora le occasioni che gli ricapiteranno.
Note positive: lo acquisterete probabilmente al prezzo minimo. Affidabilissimo per MV (0 insufficienze in 8 presenze, 3 volte sopra il 6).
Note negative: va preso solo ed esclusivamente con Provedel."
6505,"Statistiche anno 23/24: nella scorsa stagione Nava è andato a voto in 1 occasione, non da titolare. Per lui 1 gol subito con una MV del 5.50 e una FM del 4.50.
Gestione al Fantacalcio: dovrebbe essere il terzo portiere del Milan, da affiancare dunque solo ed esclusivamente a Maignan e Sportiello.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la stagione con 0 presenze all'attivo."
6523,"Statistiche anno 23/24: nella scorsa stagione Samooja non è mai andato a voto al Fantacalcio.
Gestione al Fantacalcio: dovrebbe ricoprire il ruolo di terzo portiere del Lecce, da prendere dunque solo ed esclusivamente con gli altri due.
Note positive: lo acquisterete sicuramente al prezzo minimo.
Note negative: il rischio di chiudere l’annata con 0 presenze all’attivo è concreto."
6650,"Statistiche anno 23/24: nella scorsa stagione Sherri ha disputato 45 partite con 5 ammonizioni, 44 gol subiti e 17 clean sheet.
Gestione al Fantacalcio: arriva al Cagliari per ricoprire il ruolo di secondo portiere. Di conseguenza, vi consigliamo di prenderlo solo ed esclusivamente in coppia con il primo estremo difensore dei sardi.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia seriamente di chiudere la stagione con 0 presenze all'attivo."
6661,"Statistiche anno 23/24: nella scorsa stagione Chichizola ha disputato 37 presenze con 4 ammonizioni, 33 gol subiti e 14 clean sheet.
Gestione al Fantacalcio: reduce da un’annata da protagonista in Serie B, dovrebbe esser relegato al ruolo di secondo portiere nella prossima stagione. Dunque, al Fantacalcio un suo acquisto è da prendere in considerazione solo ed esclusivamente in coppia con Suzuki.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe anche chiudere la propria stagione con 0 partite a voto."
6662,"Statistiche anno 23/24: nella scorsa stagione Corvi ha disputato 5 presenze con 6 gol subiti e 1 clean sheet.
Gestione al Fantacalcio: nella migliore delle ipotesi sarà il terzo portiere del Parma, dunque da acquistare per forza con Suzuki e Chichizola.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe anche chiudere la propria stagione con 0 partite a voto."
6671,"Statistiche anno 23/24: nella scorsa stagione Grandi non ha disputato neanche una partita.
Gestione al Fantacalcio: sarà il terzo portiere del Venezia, dunque da prendere solo con gli altri due.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la propria stagione con 0 presenze all’attivo."
6813,"Statistiche anno 23/24: nella scorsa stagione Torriani non è mai andato a voto al Fantacalcio.
Gestione al Fantacalcio: dovrebbe ricoprire il ruolo di terzo estremo difensore del Milan nella prossima stagione. Dunque da prendere solo ed esclusivamente con gli altri due portieri rossoneri.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la stagione con 0 presenze."
6824,"Statistiche anno 23/24: nella scorsa stagione Marin ha disputato 39 partite con 46 gol subiti e 13 clean sheet.
Gestione al Fantacalcio: giovanissimo portiere che dovrebbe ricoprire il ruolo di terzo estremo difensore nel pacchetto di estremi difensori giallorossi.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe chiudere la propria stagione con 0 presenze all’attivo."
6842,"Statistiche anno 23/24: nella scorsa stagione Sava non è mai andato a voto al Fantacalcio.
Gestione al Fantacalcio: arriva ad Udine per essere una riserva, nella migliore delle ipotesi la prima alternativa ad Okoye.
Note positive: lo acquisterete al prezzo minimo.
Note negative: rischia di chiudere la stagione con 0 presenze all'attivo."
254,"Statistiche anno 23/24: nella scorsa stagione Dimarco è andato a voto in 30 occasioni, 29 di queste da titolare. Per lui 5 gol, 6 assist e 0 malus con una MV del 6.48 e una FM del 7.18.
Gestione al Fantacalcio: top indiscusso, probabilmente primo slot assoluto in difesa anche nella prossima stagione. Una garanzia sotto praticamente tutti i punti di vista, sarà probabilmente il più pagato nel suo ruolo. Coprirlo con Carlos Augusto può essere un'ottima scelta, soprattutto qualora utilizziate lo Switch.
Note positive: propenso al bonus (11 totali in 30 partite). Una sicurezza anche per il modificatore (21 volte sopra la sufficienza, 1 sola volta sotto il 6). Impressionante.
Note negative: il prezzo potrebbe essere davvero altissimo.
In chiave Mantra: ovviamente se utilizzate la E o addirittura due esterni nel vostro modulo, lui è la prima scelta assoluta. Anche in questo caso coprirlo con Carlos Augusto è un'ottima scelta."
4292,"Statistiche anno 23/24: nella scorsa stagione Hernandez è andato a voto in 32 occasioni, 8 di queste da titolare. Per lui 5 gol, 3 assist, 10 ammonizioni, 1 espulsione e 1 rigore sbagliato con una MV del 6.17 e una FM del 6.45.
Gestione al Fantacalcio: arriva dall'ennesima buona stagione, anche a livello fantacalcistico, ma sicuramente non entusiasmante. Nella prossima però ci aspettiamo un rendimento superiore: Fonseca valorizza tanto gli esterni e sulla catena di sinistra potrebbe sviluppare principalmente la sua manovra offensiva. Theo sarà libero anche di accentrarsi e di staccarsi praticamente sempre per attaccare l'area avversaria. Inoltre, occhio ai calci di rigore: senza uno specialista come Giroud potrebbe anche contendersi i tiri dal dischetto con Morata. Al Fantacalcio è ovviamente un primissimo slot.
Note positive: può arrivare in doppia cifra di bonus. Anche per il modificatore risulta affidabile (17 volte sopra la sufficienza, più della metà delle partite giocate). Dovrebbe essere il rigorista e in più una delle prime scelte per punizioni e angoli. Potrebbe essere anche il miglior difensore per fantamedia nella prossima stagione.
Note negative: prezzo altissimo e attenzione ai cartellini, sono davvero troppi (10 gialli e 1 rosso nella scorsa stagione).
In chiave Mantra: anche in questo caso parliamo di un top assoluto nel suo ruolo. Se giocate a 4 è il miglior terzino sinistro, ma si può serenamente comprare anche per utilizzarlo come E."
2816,"Statistiche anno 23/24: nella scorsa stagione Di Lorenzo è andato a voto in 36 occasioni, tutte da titolare. Per lui 1 gol, 5 assist e 6 ammonizioni con una MV del 6.07 e una FM del 6.21.
Gestione al Fantacalcio: arriva da un'annata storta, la prima dopo diversi anni. Con Conte sarà ancora al centro del progetto. Un terzo centrale moderno, pronto anche a staccarsi e ad accompagnare la manovra offensiva all'occorrenza. Allo stesso tempo non ci dimentichiamo però che può agire anche a tutta fascia e ciò potrebbe accadere in più di un'occasione. Ci sentiamo di collocarlo ancora nella schiera dei primi slot.
Note positive: capace di garantire sempre 6/7 bonus totali (5 assist e 1 gol in una stagione storta come la scorsa) e una MV super affidabile (in una delle peggiori stagioni della sua carriera 10 insufficienze in 36 partite).
Note negative: ovviamente il rischio è che possa rivelarsi non più un top assoluto, anche con Conte. Da braccetto potrebbero aumentare gli errori difensivi, occhio.
In chiave Mantra: in questo caso l'appeal aumenta a dismisura. Tre ruoli da poter ricoprire e quella B che stuzzica non poco la fantasia dei fantallenatori. Un top in questo ruolo, da prendere come prima scelta."
2120,"Statistiche anno 23/24: nella scorsa stagione Bastoni è andato a voto in 28 occasioni, tutte da titolare. Per lui 1 gol, 3 assist e 5 ammonizioni con una MV del 6.32 e una FM del 6.45.
Gestione al Fantacalcio: senza dubbio un top di ruolo, probabilmente un primo slot basso, soprattutto se utilizzate il modificatore. A differenza di Acerbi offre anche diverse garanzie dal punto di vista fisico ed è per questo che si può considerare uno dei migliori difensori in lista. Ovviamente, il prezzo sarà alto.
Note positive: affidabilissimo per il modificatore (16 volte sopra la sufficienza, solo 3 volte sotto il 6).
Note negative: il prezzo potrebbe essere davvero molto alto.
In chiave Mantra: in questo caso forse il prezzo diventa ancor più alto. Probabilmente sarà il Dc più pagato della prossima stagione, sicuramente tra i primi 3."
2724,"Statistiche anno 23/24: nella scorsa stagione Buongiorno è andato a voto in 29 occasioni, tutte da titolare. Per lui 3 gol, 0 assist e 7 ammonizioni con una MV del 6.31 e una FM del 6.50.
Gestione al Fantacalcio: salto di livello per Buongiorno che con Conte spera di esplodere definitivamente. Potrebbe arrivare la consacrazione per lui all'ombra del Vesuvio nella linea difensiva a tre di Conte. Al Fantacalcio ci sono più fattori da considerare, ma proviamo a riassumerla così: con il modificatore è un primo slot, senza invece è un secondo slot. In leghe da 8/10 partecipanti.
Note positive: un vero e proprio ""animale"" da modificatore (3 insufficienze nella scorsa stagione, addirittura 18 volte su 29 sopra il 6).
Note negative: occhio ai cartellini gialli (7 nella scorsa stagione), con Conte potrebbero anche aumentare.
In chiave Mantra: senza dubbio top di reparto in questa posizione. Qualsiasi sia il modulo che abbiate in mente, se lo acquistate, sarà uno dei vostri titolari inamovibili."
2788,"Statistiche anno 23/24: nella scorsa stagione Bremer è andato a voto in 36 occasioni, tutte da titolare. Per lui 3 gol, 0 assist e 9 ammonizioni con una MV del 6.24 e una FM del 6.36.
Gestione al Fantacalcio: anche con Thiago Motta sarà centralissimo al centro del progetto e della difesa bianconera. Al Fantacalcio è un top sotto molti punti di vista, una delle prime scelte in vista, anche per il modificatore. Dunque, se non si fosse capito, parliamo di un primo slot pienissimo.
Note positive: difensore affidabile per il modificatore (20 volte sopra il 6, solo 6 volte sotto la sufficienza).
Note negative: occhio alle ammonizioni che, con la filosofia di gioco di Motta, potrebbero anche aumentare (già 9 nella scorsa stagione).
In chiave Mantra: anche in questo caso parliamo di un top indiscusso nel proprio ruolo, a prescindere dal modulo che utilizzerete."
5513,"Statistiche anno 23/24: nella scorsa stagione Dumfries è andato a voto in 30 occasioni, 19 di queste da titolare. Per lui 4 gol, 3 assist, 1 espulsione e 2 ammonizioni con una MV del 6.10 e una FM del 6.53.
Gestione al Fantacalcio: nonostante sia passato sotto traccia visti i suoi standard, fantacalcisticamente la sua stagione è stata comunque positiva nel complesso. La titolarità è stata spesso in dubbio e probabilmente il copione sarò lo stesso anche nella prossima stagione, ma resta un profilo di alto livello, soprattutto in termini di bonus. Un primo slot per rendimento, ma potreste riuscire a strapparlo ad una cifra più bassa rispetto a diversi top. Coppia con Darmian? A quel punto la spesa potrebbe rivelarsi troppo elevata.
Note positive: molto propenso al bonus (7 totali, 3 di questi anche da subentrato). Il prezzo potrebbe essere non altissimo. Quasi sempre presente, anche a gara incorso.
Note negative: ruoterà parecchio, soprattutto con Darmian, e partirà spesso dalla panchina. Risulta un po' altalenante.
In chiave Mantra: resta una delle migliori E in circolazione. In questo ruolo è un top, di conseguenza non lo pagherete poco. Chi gioca con uno o addirittura due esterni puri lo vorrà a tutti i costi."
